Name,URL,Address,Trust,Postcode
Blake Ward,/Services/hospitals/Overview/DefaultView.aspx?id=2843,"Abraham Cowley Unit, Holloway Hill, Lyne, Chertsey, Surrey, KT16 0AE",Surrey and Borders Partnership NHS Foundation Trust,KT16 0AE
Farnham Road Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=3010,"Farnham Road, Guildford, Surrey, GU2 7LX",Surrey and Borders Partnership NHS Foundation Trust,GU2 7LX
Frimley Park Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=114688,"Portsmouth Road, Frimley, Camberley, Surrey, GU16 7UJ",Surrey and Borders Partnership NHS Foundation Trust,GU16 7UJ
Royal Surrey County Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=115148,"Egerton Road, Guildford, Surrey, GU2 7XX",Surrey and Borders Partnership NHS Foundation Trust,GU2 7XX
Spenser Ward,/Services/hospitals/Overview/DefaultView.aspx?id=2354,"Abraham Cowley Unit, Holloway Hill, Lyne, Chertsey, Surrey, KT16 0AE",Surrey and Borders Partnership NHS Foundation Trust,KT16 0AE
St Peter's Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2722,"Guildford Road, Chertsey, Surrey, KT16 0PZ",Surrey and Borders Partnership NHS Foundation Trust,KT16 0PZ
Caterham Dene Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=844,"Church Road, Caterham, Surrey, CR3 5RA",Surrey and Sussex Healthcare NHS Trust,CR3 5RA
Crawley Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=102316,"West Green Drive, Crawley, West Sussex, RH11 7DH",Surrey and Sussex Healthcare NHS Trust,RH11 7DH
East Surrey Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=114316,"Canada Avenue, Redhill, RH1 5RH",Surrey and Sussex Healthcare NHS Trust,RH1 5RH
Horsham Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1708,"Hurst Road, Horsham, West Sussex, RH12 2DR",Surrey and Sussex Healthcare NHS Trust,RH12 2DR
North Downs Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=116706,"46 Tupwood Lane, Caterham, Surrey, CR3 6DP",Surrey and Sussex Healthcare NHS Trust,CR3 6DP
Arundel & District Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29319,"Arundel &amp; District Hospital, Chichester Road, Arundel, Arundel, Sussex, BN18 0AB",Sussex Community NHS Foundation Trust,BN18 0AB
Bognor Regis War Memorial Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29318,"Bognor Regis War Memorial Hospital, Shripney Road, Bognor Regis, PO22 9PP",Sussex Community NHS Foundation Trust,PO22 9PP
Brighton General Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=734,"Elm Grove, Elm Grove, Brighton, East Sussex, BN2 3EW",Sussex Community NHS Foundation Trust,BN2 3EW
Crawley Hospital- Sussex Community NHS Trust,/Services/hospitals/Overview/DefaultView.aspx?id=111319,"West Green Drive, Crawley, West Sussex, RH11 7DH",Sussex Community NHS Foundation Trust,RH11 7DH
Crowborough War Memorial Hospital - Sussex Community NHS Foundation Trust,/Services/hospitals/Overview/DefaultView.aspx?id=114116,"Southview Road, Crowborough, East Sussex, TN6 1HB",Sussex Community NHS Foundation Trust,TN6 1HB
Horsham Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=88840,"Hurst Road, Horsham, West Sussex, RH12 2DR",Sussex Community NHS Foundation Trust,RH12 2DR
Horsham Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=29321,"Hurst Road, Horsham, RH12 2DR",Sussex Community NHS Foundation Trust,RH12 2DR
Lewes Victoria Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=114117,"Nevill Road, Lewes, East Sussex, BN7 1PE",Sussex Community NHS Foundation Trust,BN7 1PE
Midhurst Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=100143,"Dodsley Lane, Easebourne, Midhurst, West Sussex, GU29 9AW",Sussex Community NHS Foundation Trust,GU29 9AW
Uckfield Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=114118,"Framfield Road, Uckfield, East Sussex, TN22 5AW",Sussex Community NHS Foundation Trust,TN22 5AW
Aldrington Centre,/Services/hospitals/Overview/DefaultView.aspx?id=2567,"35 New Church Road, Aldrington Centre, Hove, East Sussex, BN3 4AG",Sussex Partnership NHS Foundation Trust,BN3 4AG
Amberstone Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2437,"Carters Corner, Amberstone Hospital, Hailsham, East Sussex, BN27 4HU",Sussex Partnership NHS Foundation Trust,BN27 4HU
Chalkhill,/Services/hospitals/Overview/DefaultView.aspx?id=97797,"Chalkhill, Based on the Princess Royal Hospital site, Lewes Road, Haywards Heath, West Sussex, RH16 4NQ",Sussex Partnership NHS Foundation Trust,RH16 4NQ
Department of Psychiatry,/Services/hospitals/Overview/DefaultView.aspx?id=2428,"Eastbourne District Gen Hospital, Kings Drive, Eastbourne, East Sussex, BN21 2UD",Sussex Partnership NHS Foundation Trust,BN21 2UD
Langley Green Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2901,"Martyrs Avenue, Crawley, West Sussex, RH11 7EJ",Sussex Partnership NHS Foundation Trust,RH11 7EJ
Meadowfield,/Services/hospitals/Overview/DefaultView.aspx?id=97798,"Swandean, Arundel Road, Worthing, West Sussex, BN13 3EF",Sussex Partnership NHS Foundation Trust,BN13 3EF
Mill View Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2980,"Nevill Avenue, Hove, BN3 7HY",Sussex Partnership NHS Foundation Trust,BN3 7HY
Orchard House,/Services/hospitals/Overview/DefaultView.aspx?id=115254,"Nevill Road, Lewes, East Sussex, BN7 1PE",Sussex Partnership NHS Foundation Trust,BN7 1PE
The Acre,/Services/hospitals/Overview/DefaultView.aspx?id=2936,"29 Wordsworth Road, Acre Day Hospital, Worthing, West Sussex, BN11 3NJ",Sussex Partnership NHS Foundation Trust,BN11 3NJ
The Hellingly Centre,/Services/hospitals/Overview/DefaultView.aspx?id=2823,"The Drive, Hailsham, BN27 4EP",Sussex Partnership NHS Foundation Trust,BN27 4EP
Worthing Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=116007,"Lyndhurst Road, Worthing, West Sussex, BN11 2DH",Sussex Partnership NHS Foundation Trust,BN11 2DH
Shirehill Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=128478,"Bute Street, Glossop, Derbyshire, SK13 7QP",Tameside Hospital NHS Foundation Trust,SK13 7QP
Tameside & Glossop Integrated Care NHS Foundation Trust,/Services/hospitals/Overview/DefaultView.aspx?id=2210,"Fountain St, Ashton Under Lyne, Lancashire, OL6 9RW",Tameside Hospital NHS Foundation Trust,OL6 9RW
Bridgwater Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=88906,"Bower Lane, Bridgwater, Somerset, TA6 4GU",Taunton and Somerset NHS Foundation Trust,TA6 4GU
Frome Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=128290,"Enos Way, Frome, Somerset, BA11 2FH",Taunton and Somerset NHS Foundation Trust,BA11 2FH
Minehead Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=88908,"Luttrell Way, Minehead, Somerset, TA24 6DF",Taunton and Somerset NHS Foundation Trust,TA24 6DF
Musgrove Park Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=461,"Parkfield Drive, Taunton, Somerset, TA1 5DA",Taunton and Somerset NHS Foundation Trust,TA1 5DA
Shepton Mallet Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=380,"Old Wells Road, Shepton Mallet, Somerset, BA4 4PG",Taunton and Somerset NHS Foundation Trust,BA4 4PG
South Petherton Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=130924,"Bernard Way, South Petherton, Somerset, TA13 5EF",Taunton and Somerset NHS Foundation Trust,TA13 5EF
Wellesley Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=147574,"Westpark, Chelston, Wellington, Somerset, TA21 9AD",Taunton and Somerset NHS Foundation Trust,TA21 9AD
Wincanton Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=108756,"Dancing Lane, Wincanton, Somerset, BA9 9DQ",Taunton and Somerset NHS Foundation Trust,BA9 9DQ
Yeatman Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=113677,"Hospital Lane, Sherborne, Dorset, DT9 3JU",Taunton and Somerset NHS Foundation Trust,DT9 3JU
"Auckland Park Hospital, Bishop Auckland",/Services/hospitals/Overview/DefaultView.aspx?id=2732,"Westfield Road, Bishop Auckland, Durham, DL14 6AE","Tees, Esk and Wear Valleys NHS Foundation Trust",DL14 6AE
Bootham Park Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=118887,"The Driveway Building, Bootham Park Hospital, Bootham, York, YO30 7BY","Tees, Esk and Wear Valleys NHS Foundation Trust",YO30 7BY
"Cross Lane Hospital, Scarborough",/Services/hospitals/Overview/DefaultView.aspx?id=2338,"Cross Lane, Scarborough, North Yorkshire, YO12 6DN","Tees, Esk and Wear Valleys NHS Foundation Trust",YO12 6DN
Foss Park Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=151502,"Haxby Road, York, YO31 8TA","Tees, Esk and Wear Valleys NHS Foundation Trust",YO31 8TA
"Lanchester Road Hospital, Durham",/Services/hospitals/Overview/DefaultView.aspx?id=3160,"Lanchester Road, Durham, DH1 5RD","Tees, Esk and Wear Valleys NHS Foundation Trust",DH1 5RD
"Mental health services at The Friarage Hospital, Northallerton",/Services/hospitals/Overview/DefaultView.aspx?id=89984,"Northallerton, DL6 1JG","Tees, Esk and Wear Valleys NHS Foundation Trust",DL6 1JG
Redcar Primary Care Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=135724,"West Dyke Road, Redcar, Cleveland, TS10 4NW","Tees, Esk and Wear Valleys NHS Foundation Trust",TS10 4NW
Roseberry Park Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=111348,"Marton Road, Middlesbrough, Cleveland, TS4 3AF","Tees, Esk and Wear Valleys NHS Foundation Trust",TS4 3AF
"Sandwell Park Hospital, Hartlepool",/Services/hospitals/Overview/DefaultView.aspx?id=2430,"Lancaster Road, Hartlepool, TS24 8LN","Tees, Esk and Wear Valleys NHS Foundation Trust",TS24 8LN
"Tees, Esk, Wear Valley NHS Trust (Durham)",/Services/hospitals/Overview/DefaultView.aspx?id=2736,"Trust Headquarters, West Park Hospital, Edward Pease Way, Darlington, DL2 2TS","Tees, Esk and Wear Valleys NHS Foundation Trust",DL2 2TS
The Briary Wing at Harrogate District Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=89985,"The Briary Wing, Harrogate District Hospital, Lancaster Park Road, Harrogate, North Yorkshire, HG2 7SX","Tees, Esk and Wear Valleys NHS Foundation Trust",HG2 7SX
"West Lane Hospital, Middlesbrough",/Services/hospitals/Overview/DefaultView.aspx?id=2646,"Acklam Road, Middlesbrough, TS5 4EE","Tees, Esk and Wear Valleys NHS Foundation Trust",TS5 4EE
"West Park Hospital, Darlington",/Services/hospitals/Overview/DefaultView.aspx?id=2776,"Edward Pease Way, Darlington, Durham, DL2 2TS","Tees, Esk and Wear Valleys NHS Foundation Trust",DL2 2TS
"Whitby, Scarborough and Ryedale IAPT",/Services/hospitals/Overview/DefaultView.aspx?id=102436,"Springhill, Whitby Community Hospital, Whitby, North Yorkshire, YO21 1DP","Tees, Esk and Wear Valleys NHS Foundation Trust",YO21 1DP
The Christie At Oldham,/Services/hospitals/Overview/DefaultView.aspx?id=693,"Royal Oldham Hospital, Rochdale Road, Oldham, Lancashire, OL1 2JH",The Christie NHS Foundation Trust,OL1 2JH
The Christie main site,/Services/hospitals/Overview/DefaultView.aspx?id=101,"550 Wilmslow Road, Withington, Manchester, Greater Manchester, M20 4BX",The Christie NHS Foundation Trust,M20 4BX
The Clatterbridge Cancer Centre (Wirral),/Services/hospitals/Overview/DefaultView.aspx?id=105001,"Clatterbridge Road, Bebington, Wirral, CH63 4JY",The Clatterbridge Cancer Centre NHS Foundation Trust,CH63 4JY
Corbett Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1860,"Vicarage Road, Stourbridge, West Midlands, DY8 4JB",The Dudley Group NHS Foundation Trust,DY8 4JB
Guest Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1502,"Tipton Road, Dudley, West Midlands, DY1 4SE",The Dudley Group NHS Foundation Trust,DY1 4SE
Russells Hall Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=882,"Pensnett Road, Dudley, West Midlands, DY1 2HQ",The Dudley Group NHS Foundation Trust,DY1 2HQ
West Midlands Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=155004,"Colman Hill, Halesowen, B63 2AH",The Dudley Group NHS Foundation Trust,B63 2AH
Hillingdon Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=676,"Pield Heath Road, Uxbridge, Middlesex, UB8 3NN",The Hillingdon Hospitals NHS Foundation Trust,UB8 3NN
Mount Vernon Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=270,"Rickmansworth Road, Northwood, Middlesex, HA6 2RN",The Hillingdon Hospitals NHS Foundation Trust,HA6 2RN
Royal Free Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=147481,"Pond Street, London, Greater London, NW3 2QG",The Hillingdon Hospitals NHS Foundation Trust,NW3 2QG
Bensham Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=152341,"Bensham Hospital, Fontwell Drive, Gateshead, NE8 4YL",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,NE8 4YL
Bishop Auckland General Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=119714,"Cockton Hill Road, Bishop Auckland, County Durham, DL14 6AD",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,DL14 6AD
BMI Woodlands Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=135591,"Morton Park Way, Darlington, County Durham, DL1 4PL",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,DL1 4PL
Darlington Memorial Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=119716,"Hollyhurst Road, Darlington, County Durham, DL3 6HX",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,DL3 6HX
Dryburn Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=119717,"North Road, Durham, County Durham, DH1 5TW",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,DH1 5TW
Freeman Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=924,"Freeman Road, High Heaton, Newcastle Upon Tyne, Tyne and Wear, NE7 7DN",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,NE7 7DN
Great North Childrens Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1093,"Queen Victoria Road, New Victoria Wing, Royal Victoria Infirmary, Newcastle Upon Tyne, NE1 4LP",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,NE1 4LP
James Cook University Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=119712,"Marton Road, Middlesbrough, Cleveland, TS4 3BW",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,TS4 3BW
Keswick Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=119718,"Crosthwaite Road, Keswick, Cumbria, CA12 5PH",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,CA12 5PH
Morpeth Cottage Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=119679,"South Road, Morpeth, Northumberland, NE61 2BT",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,NE61 2BT
Newcastle Dental Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1236,"Richardson Road, Newcastle Upon Tyne, Tyne and Wear, NE2 4AZ",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,NE2 4AZ
Newcastle Hospitals @ Cramlington,/Services/hospitals/Overview/DefaultView.aspx?id=128320,"South Mall, Manor Walks Shopping Centre, Cramlington, Northumberland, NE23 6UT",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,NE23 6UT
Nuffield Hospital Newcastle Upon Tyne,/Services/hospitals/Overview/DefaultView.aspx?id=119678,"Newcastle Nuffield Hospital, Clayton Road, Newcastle Upon Tyne, Tyne And Wear, NE2 1JP",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,NE2 1JP
Penrith Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=115083,"Bridge Lane, Penrith, Cumbria, CA11 8HX",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,CA11 8HX
Sunderland Royal Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=119713,"Kayll Road, Sunderland, Tyne And Wear, SR4 7TP",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,SR4 7TP
The Royal Victoria Infirmary,/Services/hospitals/Overview/DefaultView.aspx?id=1232,"Queen Victoria Road, New Victoria Wing, Royal Victoria Infirmary, Newcastle Upon Tyne, NE1 4LP",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,NE1 4LP
University Hospital Of Hartlepool,/Services/hospitals/Overview/DefaultView.aspx?id=119711,"Holdforth Road, Hartlepool, Cleveland, TS24 9AH",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,TS24 9AH
University Hospital Of North Tees,/Services/hospitals/Overview/DefaultView.aspx?id=119710,"Hardwick Road, Stockton-On-Tees, Cleveland, TS19 8PE",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,TS19 8PE
Walkergate Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2191,"Benfield Road, Benfield Road, Newcastle Upon Tyne, Tyne and Wear, NE6 4QD",The Newcastle Upon Tyne Hospitals NHS Foundation Trust,NE6 4QD
Cheshunt Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=99645,"King Arthur Court, Cheshunt, Waltham Cross, Hertfordshire, EN8 8XN",The Princess Alexandra Hospital NHS Trust,EN8 8XN
Herts and Essex Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=1779,"Haymeads Lane, Bishop's Stortford, Hertfordshire, CM23 5JH",The Princess Alexandra Hospital NHS Trust,CM23 5JH
Princess Alexandra Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=2013,"Hamstel Road, Harlow, Essex, CM20 1QX",The Princess Alexandra Hospital NHS Trust,CM20 1QX
Princess Alexandra Private Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=128530,"Hamstel Road, Harlow, Essex, CM20 1QX",The Princess Alexandra Hospital NHS Trust,CM20 1QX
St Margaret's Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=105920,"The Plain, Epping, Essex, CM16 6TN",The Princess Alexandra Hospital NHS Trust,CM16 6TN
Dereham Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=99626,"Northgate, Dereham, Norfolk, NR19 2EX","The Queen Elizabeth Hospital, King's Lynn. NHS Foundation Trust",NR19 2EX
Fitzwilliam Private Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=149014,"Milton Way, Bretton, Peterborough, Cambridgeshire, PE3 9AQ","The Queen Elizabeth Hospital, King's Lynn. NHS Foundation Trust",PE3 9AQ
Norfolk And Norwich University Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=149389,"Colney Lane, Colney, Norwich, Norfolk, NR4 7UY","The Queen Elizabeth Hospital, King's Lynn. NHS Foundation Trust",NR4 7UY
North Cambridgeshire Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=16,"The Park, Wisbech, Cambridgeshire, PE13 3AB","The Queen Elizabeth Hospital, King's Lynn. NHS Foundation Trust",PE13 3AB
Sandringham Private Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=149015,"Gayton Road, Gaywood, King's Lynn, Norfolk, PE30 4HJ","The Queen Elizabeth Hospital, King's Lynn. NHS Foundation Trust",PE30 4HJ
Swaffham Community Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=99526,"Sporle Road, Swaffham, Norfolk, PE37 7HL","The Queen Elizabeth Hospital, King's Lynn. NHS Foundation Trust",PE37 7HL
The Queen Elizabeth Hospital,/Services/hospitals/Overview/DefaultView.aspx?id=493,"Gayton Road, King's Lynn, Norfolk, PE30 4ET","The Queen Elizabeth Hospital, King's Lynn. NHS Foundation Trust",PE30 4ET
